,combinedPval,adjustedPval,cluster
SDHB,2.53608900892543e-18,6.35407000062731e-16,1
PRDX1,2.69908917934347e-18,6.74791750972189e-16,5
RND2,3.02476183733127e-18,7.54589489953891e-16,1
SOD1,3.04741133433132e-18,7.58611953455759e-16,5
RAB1A,3.09472123221321e-18,7.68742983912646e-16,4
HSPA9,3.17384729556291e-18,7.86717242129947e-16,1
ENSGALG00000028402,3.43812782480576e-18,8.50412518995562e-16,2
ENSGALG00000046740,3.44793598763483e-18,8.51027846566606e-16,4
HNRNPA1,3.59997907073178e-18,8.86672952918616e-16,4
ENSGALG00000016826,3.70595928559728e-18,9.10846065521814e-16,1
JAM3,3.91471850657675e-18,9.60124785174588e-16,3
TUBB4B,4.22779467401651e-18,1.03472695166461e-15,5
H2AFZ,4.24328088817092e-18,1.03633534946331e-15,4
NDUFV1,4.39454114474792e-18,1.07102754335921e-15,1
VAPA,4.67485358336059e-18,1.13696108525746e-15,10
PFDN6,5.00896482868459e-18,1.21567630674891e-15,5
ALCAM,5.08224439376573e-18,1.23089155416646e-15,4
DBI,5.62893672835832e-18,1.36046312340887e-15,4
UQCRC2,5.89114459991564e-18,1.42088237826832e-15,1
NINJ2,5.99729839806578e-18,1.44349076848496e-15,4
SEPSECS,6.02840547854915e-18,1.44798004866231e-15,2
TXNDC17,6.05890744545594e-18,1.45230577205219e-15,5
ISCU,6.31980729546277e-18,1.51172588790404e-15,1
ANGPT1,6.39568789126481e-18,1.52673543147487e-15,2
YWHAQ,6.60040291838072e-18,1.57237492462456e-15,9
MRPS21,6.66274324093366e-18,1.58398003000552e-15,5
ENG,6.7148480860481e-18,1.59310938279182e-15,4
GPX3,6.85843906953661e-18,1.6238625879889e-15,3
ENSGALG00000000604,7.61989264226514e-18,1.80048386352828e-15,1
OTUB1,7.79726832606017e-18,1.8386583745322e-15,5
PRORSD1P,7.92725523821473e-18,1.86552630139016e-15,4
DLD,8.7080416714869e-18,2.04512935935415e-15,1
ENSGALG00000053871,8.76740424201098e-18,2.0549196183099e-15,5
ENSGALG00000019509,9.66939391460451e-18,2.26176952416238e-15,3
ENSGALG00000031069,1.1486781133393e-17,2.68147953696954e-15,1
SVBP,1.36862634796283e-17,3.18852505937287e-15,6
SDHD,1.61655418612936e-17,3.75859685362615e-15,1
AKAP12,1.70166469259184e-17,3.94858731218183e-15,3
B4GALT2,1.74201103438051e-17,4.03415581295894e-15,6
ACTA2,1.78651799547372e-17,4.12900010379608e-15,4
CLTA,1.79671735018674e-17,4.14433361892157e-15,4
ENSGALG00000055117,1.85679699510611e-17,4.27443315835789e-15,3
CYTL1,2.11928455862442e-17,4.86905007096255e-15,3
SUB1,2.23716584209259e-17,5.12974414045968e-15,4
EIF3K,2.24912923024022e-17,5.14702385617452e-15,4
SUMO2,2.28375387822358e-17,5.21599299175692e-15,4
COL5A1,2.36486196870332e-17,5.39064962089603e-15,4
NDUFB9,2.3796833659979e-17,5.41381933035576e-15,1
ENSGALG00000051169,2.38627695836487e-17,5.41821669912043e-15,8
ENSGALG00000021848,2.45312139854785e-17,5.55913421486879e-15,1
ENSGALG00000055073,2.66863359555505e-17,6.03575098253492e-15,1
EIF3E,2.87643149974863e-17,6.49310297834221e-15,4
TMEM258,2.91947166919075e-17,6.57748773932238e-15,5
TAX1BP3,2.99813149911498e-17,6.74164093304406e-15,1
MB,3.30983625445121e-17,7.41386433241676e-15,1
CTNNB1,3.30448226944065e-17,7.41386433241676e-15,4
ADCYAP1,3.31872574514709e-17,7.4194806142807e-15,1
OAT,3.62974489982117e-17,8.09923246029946e-15,3
CCNI,3.90731511839223e-17,8.70188658009224e-15,1
ENSGALG00000020322,4.12722053933699e-17,9.17405777760559e-15,1
LY6E,4.22983255090968e-17,9.38420252023475e-15,4
MRPS6,4.6537710700809e-17,1.03050759222404e-14,4
ENSGALG00000042589,5.02352096221128e-17,1.11026834647538e-14,4
YWHAZ,5.09205533578698e-17,1.1232798878468e-14,4
HSPA8,5.12820620761251e-17,1.12911204719591e-14,5
LYPD6B,5.79775902032812e-17,1.27411894079063e-14,2
ENSGALG00000035994,5.85961740806811e-17,1.28528332942784e-14,4
SH3GLB2,6.12401368539935e-17,1.34074786830316e-14,2
THY1,6.25706814208361e-17,1.36730290346815e-14,4
ITGB1,6.36424820307909e-17,1.38811479548531e-14,7
SRP14,6.69365144096493e-17,1.45450358229501e-14,4
SLIRP,6.68609149265423e-17,1.45450358229501e-14,1
GPI,6.98269755520996e-17,1.51448133612931e-14,1
MCFD2,7.08906122027582e-17,1.53468739059707e-14,4
REEP5,7.53993706250623e-17,1.62623925177189e-14,4
BNAS2,7.52704250206804e-17,1.62623925177189e-14,4
RHOU,7.75812424088731e-17,1.67019990284368e-14,4
ARPC5,8.05147623915019e-17,1.73014990873027e-14,4
RAP1GDS1,8.37063541673636e-17,1.79541406791556e-14,7
HIST1H103,8.49535437095342e-17,1.81880924730138e-14,5
PDHA1,8.96546567483033e-17,1.91592911053495e-14,1
MND1,9.07027233472664e-17,1.93347510118421e-14,4
ENSGALG00000049348,9.08083412567705e-17,1.93347510118421e-14,1
AP3S1,9.12730065198747e-17,1.93981589521347e-14,4
ACADSB,9.1627464272772e-17,1.9437955928289e-14,2
C1QTNF2,9.23074547966382e-17,1.9546541031637e-14,3
HTRA1,9.5357257968921e-17,2.01556379414757e-14,4
SLC9A3R1,9.67661760055548e-17,2.04163199857286e-14,3
DHRS3,9.77484103650262e-17,2.05861962840325e-14,4
ENSGALG00000038652,1.0007179687925e-16,2.10373993107531e-14,3
SEC61A1,1.09036892391514e-16,2.28806935421271e-14,4
PDLIM3,1.35577326091766e-16,2.83987722542912e-14,4
GLO1,1.35959660541806e-16,2.84276371627687e-14,4
GSTA2,1.37849154828693e-16,2.87709628487691e-14,4
GKN2,1.39018894993182e-16,2.89631048776877e-14,2
NR2F2,1.48594271612428e-16,3.09026514302961e-14,2
TTL,1.52385212756632e-16,3.16344495793605e-14,4
SDHA,1.53575739965716e-16,3.1824767456395e-14,1
SHISA2,1.66239459107373e-16,3.43877123503544e-14,8
ENSGALG00000048179,1.69648317341925e-16,3.50305249322399e-14,4
APLP2,1.74860919230866e-16,3.60428510259071e-14,4
EIF3G,1.79742652118121e-16,3.69835146723597e-14,10
HSPB7,1.93054318606839e-16,3.9652317382865e-14,1
REEP1,1.98092937501898e-16,4.06154637993794e-14,1
ATP6V0C,2.00684193868929e-16,4.10743137545299e-14,7
EIF3I,2.02814243600512e-16,4.1437320972942e-14,5
ADSL,2.0710456442723e-16,4.22396487903129e-14,1
SNRPD3,2.23579077272681e-16,4.55198198771323e-14,5
ENSGALG00000045548,2.29970191952894e-16,4.67391707235264e-14,3
BMP5,2.34573667963051e-16,4.75915797041432e-14,2
FAM114A1,2.36287656944293e-16,4.78558051126826e-14,4
RBX1,2.39853837038025e-16,4.84935869984174e-14,4
HDLBP,2.57495119943418e-16,5.19699145726224e-14,4
ENSGALG00000034288,2.74120693619191e-16,5.52295484593794e-14,5
NIP7,2.95635705227383e-16,5.94613177800898e-14,6
TMED2,2.96392590242987e-16,5.95105908410469e-14,4
HNRNPA2B1,3.33066907387547e-16,6.6643966254773e-14,5
LSM10,3.33066907387547e-16,6.6643966254773e-14,7
TRIM54,4.44089209850063e-16,8.79503563748396e-14,1
TIMM8A,4.44089209850063e-16,8.79503563748396e-14,1
NDUFA1,4.44089209850063e-16,8.79503563748396e-14,1
MAN2B2,4.44089209850063e-16,8.79503563748396e-14,8
PRELID1,4.44089209850063e-16,8.79503563748396e-14,4
GSTM2,4.44089209850063e-16,8.79503563748396e-14,4
ACKR3,5.55111512312578e-16,1.09750976173535e-13,4
ATF4,6.66133814775094e-16,1.30151745862263e-13,5
GSTK1,6.66133814775094e-16,1.30151745862263e-13,1
CBX3,6.66133814775094e-16,1.30151745862263e-13,4
MTX2,6.66133814775094e-16,1.30151745862263e-13,1
HOXD4,6.66133814775094e-16,1.30151745862263e-13,8
SDF4,6.66133814775094e-16,1.30151745862263e-13,4
NSMCE3,6.66133814775094e-16,1.30151745862263e-13,5
DYNLRB1,7.7715611723761e-16,1.51588932191366e-13,4
IL11RA,8.88178419700125e-16,1.72089530640103e-13,3
EIF3F,8.88178419700125e-16,1.72089530640103e-13,10
ISLR,8.88178419700125e-16,1.72089530640103e-13,4
PSMB7,8.88178419700125e-16,1.72089530640103e-13,5
SMAD6,9.99200722162641e-16,1.92957530202773e-13,4
ENSGALG00000013239,9.99200722162641e-16,1.92957530202773e-13,6
FH,1.11022302462516e-15,2.12631215782664e-13,1
CTSV,1.11022302462516e-15,2.12631215782664e-13,4
ENSGALG00000054993,1.11022302462516e-15,2.12631215782664e-13,2
PFN1,1.11022302462516e-15,2.12631215782664e-13,9
TAZ,1.11022302462516e-15,2.12631215782664e-13,1
POSTN,1.22124532708767e-15,2.33509642727113e-13,4
CNMD,1.33226762955019e-15,2.52659996045828e-13,4
GATA4,1.33226762955019e-15,2.52659996045828e-13,4
NDUFAB1,1.33226762955019e-15,2.52659996045828e-13,1
SNRPC,1.33226762955019e-15,2.52659996045828e-13,5
DUSP23,1.33226762955019e-15,2.52659996045828e-13,2
NDUFS4,1.4432899320127e-15,2.7326920582101e-13,5
EIF3D,1.55431223447522e-15,2.92385124873961e-13,9
DKK3,1.55431223447522e-15,2.92385124873961e-13,4
ENSGALG00000047410,1.55431223447522e-15,2.92385124873961e-13,4
LAMTOR2,1.55431223447522e-15,2.92385124873961e-13,1
TSPAN6,1.66533453693773e-15,3.12763686542998e-13,4
MGP,1.77635683940025e-15,3.27789582171624e-13,10
GAP43,1.77635683940025e-15,3.27789582171624e-13,4
FKBP14,1.77635683940025e-15,3.27789582171624e-13,4
MAP1LC3C,1.77635683940025e-15,3.27789582171624e-13,4
PSMB1,1.77635683940025e-15,3.27789582171624e-13,4
FABP7,1.77635683940025e-15,3.27789582171624e-13,4
ERH,1.77635683940025e-15,3.27789582171624e-13,5
RD3L,1.77635683940025e-15,3.27789582171624e-13,1
ENSGALG00000048488,1.77635683940025e-15,3.27789582171624e-13,3
MYL4,1.77635683940025e-15,3.27789582171624e-13,5
TUBA1C,1.77635683940025e-15,3.27789582171624e-13,5
LMO4,2.44249065417534e-15,4.49996395493137e-13,4
PDGFD,2.55351295663786e-15,4.67487307644374e-13,3
APMAP,2.55351295663786e-15,4.67487307644374e-13,4
PTP4A1,2.55351295663786e-15,4.67487307644374e-13,4
NDUFB7,2.55351295663786e-15,4.67487307644374e-13,5
SKAP2,3.33066907387547e-15,6.05002256156611e-13,3
SDCBP,3.33066907387547e-15,6.05002256156611e-13,4
TNMD,3.33066907387547e-15,6.05002256156611e-13,4
IER3IP1,3.33066907387547e-15,6.05002256156611e-13,4
TBCA,3.33066907387547e-15,6.05002256156611e-13,5
DDX5,3.5527136788005e-15,6.4432897587558e-13,4
SRSF7,3.99680288865056e-15,7.23741016710713e-13,4
SPCS3,4.10782519111308e-15,7.42688098796711e-13,4
LLPH,4.21884749357559e-15,7.61576339012877e-13,5
RAN,4.32986979603811e-15,7.79197952201704e-13,5
SPTAN1,4.32986979603811e-15,7.79197952201704e-13,2
TGM2,4.44089209850063e-15,7.97942182257045e-13,2
BAMBI,4.66293670342566e-15,8.35257352105275e-13,4
MRPS24,4.66293670342566e-15,8.35257352105275e-13,1
EIF2S3,4.88498130835069e-15,8.72343242876097e-13,4
GATD3A,4.88498130835069e-15,8.72343242876097e-13,4
ENSGALG00000034345,5.10702591327572e-15,9.10596442804225e-13,1
VDAC3,5.32907051820075e-15,9.48732481323691e-13,5
LEPROT,5.55111512312578e-15,9.86751895872149e-13,4
PSMA2,5.99520433297585e-15,1.06244298642137e-12,5
CCT5,5.99520433297585e-15,1.06244298642137e-12,5
TUBB6,6.21724893790088e-15,1.0984438125964e-12,2
LDB3,6.21724893790088e-15,1.0984438125964e-12,1
CYB5B,6.88338275267597e-15,1.21428879738464e-12,5
YBX3,7.105427357601e-15,1.25156022283711e-12,6
CG-16,7.21644966006352e-15,1.26345852691341e-12,2
APOA1,7.21644966006352e-15,1.26345852691341e-12,3
KLF2,7.21644966006352e-15,1.26345852691341e-12,4
RAB8A,7.21644966006352e-15,1.26345852691341e-12,4
MRPL51,7.32747196252603e-15,1.28096718296016e-12,5
AK1,7.54951656745106e-15,1.3178027121089e-12,1
TWIST2,7.99360577730113e-15,1.39322858389289e-12,4
Meis2a.2,8.65973959207622e-15,1.504818765687e-12,1
NASP,8.65973959207622e-15,1.504818765687e-12,5
ATP2B1,8.77076189453874e-15,1.51280485021159e-12,2
MID1IP1,8.77076189453874e-15,1.51280485021159e-12,3
SEC11A,8.77076189453874e-15,1.51280485021159e-12,4
YIPF5,8.77076189453874e-15,1.51280485021159e-12,4
XBP1,8.77076189453874e-15,1.51280485021159e-12,4
ENSGALG00000041232,9.10382880192628e-15,1.56792683472094e-12,6
GJA1,1.02140518265514e-14,1.75394056339248e-12,4
SELENOP2,1.02140518265514e-14,1.75394056339248e-12,2
ACTR3,1.0325074129014e-14,1.77039008291256e-12,4
HYPK,1.11022302462516e-14,1.89804629382466e-12,5
SRSF3,1.11022302462516e-14,1.89804629382466e-12,5
SOD2,1.24344978758018e-14,2.122690245781e-12,1
NDUFS6,1.26565424807268e-14,2.15111913300128e-12,1
ENSGALG00000007131,1.26565424807268e-14,2.15111913300128e-12,4
ENSGALG00000049279,1.26565424807268e-14,2.15111913300128e-12,8
HMGN1,1.31006316905768e-14,2.22334649075169e-12,5
RASL11B,1.34336985979644e-14,2.27654882005675e-12,4
PSMB2,1.36557432028894e-14,2.3108091996433e-12,5
PLAU,1.4210854715202e-14,2.39776414244555e-12,3
SRSF6,1.4210854715202e-14,2.39776414244555e-12,4
PSMA7,1.49880108324396e-14,2.52522680830586e-12,5
CAPZB,1.54321000422897e-14,2.59628561059779e-12,5
NT5C3A,1.55431223447522e-14,2.60741713091065e-12,1
ENSGALG00000039008,1.55431223447522e-14,2.60741713091065e-12,3
TWIST1,1.57651669496772e-14,2.63326652488088e-12,4
SOD3,1.57651669496772e-14,2.63326652488088e-12,7
LDHA,1.57651669496772e-14,2.63326652488088e-12,2
IRAK1BP1,1.58761892521397e-14,2.64800604894563e-12,1
CCT6A,1.62092561595273e-14,2.6996853302423e-12,5
PHB,1.64313007644523e-14,2.73275220329777e-12,1
SVIL,1.73194791841524e-14,2.876353583556e-12,2
HSPD1,1.77635683940025e-14,2.94589781409591e-12,1
ARF1,1.95399252334028e-14,3.23587151630962e-12,4
ROR1,1.96509475358653e-14,3.2496280501385e-12,8
RBM38,2.03170813506404e-14,3.35501251141394e-12,1
THOC7,2.04281036531029e-14,3.36856102529563e-12,5
GOT1,2.1094237467878e-14,3.47347848671596e-12,1
ESD,2.12052597703405e-14,3.48189622375632e-12,4
GEM,2.12052597703405e-14,3.48189622375632e-12,4
GSR,2.19824158875781e-14,3.60441400564954e-12,4
PPA2,2.43138842392909e-14,3.97548599263529e-12,4
TBX5,2.43138842392909e-14,3.97548599263529e-12,2
SF3B5,2.66453525910038e-14,4.35057802180035e-12,5
MXRA8,2.8199664825479e-14,4.59790400938844e-12,4
RWDD1,2.89768209427166e-14,4.71800078750702e-12,5
ANKH,3.28626015289046e-14,5.34319941288151e-12,3
CAT,3.59712259978551e-14,5.84046870747835e-12,4
SVIP,3.67483821150927e-14,5.95003147373336e-12,10
USH1C,3.67483821150927e-14,5.95003147373336e-12,6
NUDT16L1,3.8968828164343e-14,6.30077453977845e-12,5
DMD,3.97459842815806e-14,6.41750541345383e-12,2
LPAR2,3.98570065840431e-14,6.42650570386237e-12,3
MRPL23,4.08562073062058e-14,6.57849175300116e-12,5
EMP1,4.68514116391816e-14,7.52297464745753e-12,3
PBX3,4.68514116391816e-14,7.52297464745753e-12,3
CEBPZOS,4.76285677564192e-14,7.63721468737284e-12,2
C1H21ORF33,4.89608353859694e-14,7.84002923680633e-12,1
PCNA,5.01820807130571e-14,8.02453244662928e-12,5
CRMP1B,5.30686605770825e-14,8.47446383715341e-12,3
SLC38A2,5.46229728115577e-14,8.71070463733853e-12,4
PSMA4,5.72875080706581e-14,9.12310251475613e-12,5
PAFAH1B2,5.85087533977457e-14,9.30484090088928e-12,4
SKP1,6.07291994469961e-14,9.64477185042379e-12,4
CALHM5,6.3726801613484e-14,1.01070317790674e-11,3
RGS3,6.78346268045971e-14,1.07438729449356e-11,4
COPG1,7.48290318597356e-14,1.1835545270554e-11,4
PDLIM5,8.00470800754738e-14,1.26436703388092e-11,1
ENSGALG00000033522,8.01581023779363e-14,1.26440272512369e-11,1
MGAT3,8.10462807976364e-14,1.27668046104954e-11,6
TAGLN,8.20454815197991e-14,1.29067147980077e-11,4
SRSF1,8.26005930321116e-14,1.29764808239429e-11,9
NDUFV2,8.54871728961371e-14,1.34118358899675e-11,1
OLFM3,8.57092175010621e-14,1.34285496281158e-11,4
EIF5,9.15933995315754e-14,1.43311436182454e-11,4
HEBP1,9.65894031423886e-14,1.50925294008961e-11,3
PTGES3L,9.79216707719388e-14,1.52801643648897e-11,7
TCF12,9.81437153768638e-14,1.52942840233764e-11,4
SLC25A12,1.03472785895065e-13,1.61031568831903e-11,1
EDNRA,1.19015908239817e-13,1.84973238816367e-11,1
TCP1,1.2312373343093e-13,1.91102092269567e-11,5
SMYD2,1.28785870856518e-13,1.99623855542519e-11,1
AP3S2,1.30229160788531e-13,2.01592229801106e-11,4
ENSGALG00000055019,1.31783473023006e-13,2.03727000867489e-11,1
FAM122A,1.34781075189494e-13,2.08084352785941e-11,4
ENSGALG00000039964,1.3944401189292e-13,2.1499779557424e-11,7
ATP6V0B,1.42663658664333e-13,2.19670576363442e-11,7
TM9SF3,1.47881706880071e-13,2.27404022631564e-11,4
DCBLD2,1.50990331349021e-13,2.318775710078e-11,3
ENSGALG00000046481,1.59650070941098e-13,2.44852979941096e-11,3
BASP1,1.65867319878998e-13,2.54053121320468e-11,4
PNRC1,1.66422431391311e-13,2.54403051209088e-11,9
ENSGALG00000040182,1.66533453693773e-13,2.54403051209088e-11,2
SEPT2L,1.66977542903624e-13,2.54746706774325e-11,4
GPC1,1.68087765928249e-13,2.56104406345789e-11,7
POLR2I,1.69420033557799e-13,2.57796423845023e-11,5
CDC42,1.75304215588312e-13,2.66401342039924e-11,4
UFM1,1.86739512741951e-13,2.83408541648159e-11,4
LMAN2,1.87849735766576e-13,2.84721791893469e-11,4
HNRNPH2,2.05613304160579e-13,3.11240049556123e-11,4
MAGOHB,2.08055794814754e-13,3.14527744232333e-11,4
COPA,2.20934381900406e-13,3.33563148675784e-11,4
EDNRB,2.23265850252119e-13,3.36645959258022e-11,2
SET,2.25597318603832e-13,3.39720783284348e-11,9
LSM6,2.26374474721069e-13,3.40450083740462e-11,5
KRT19,2.35145236615608e-13,3.53183746023002e-11,3
MKRN1,2.4802382370126e-13,3.72046462693538e-11,1
RAB34,2.52020626589911e-13,3.77554672570586e-11,4
VCAN,2.61457522299224e-13,3.9118807399367e-11,10
PPIH,2.64455124465712e-13,3.95164455640802e-11,5
ENSGALG00000051459,2.83217893581877e-13,4.22657630933474e-11,5
ENSGALG00000039919,2.9876101592663e-13,4.45281660531266e-11,1
RNF130,3.09641201567956e-13,4.60906883119635e-11,4
PDHB,3.11306536104894e-13,4.62793200685596e-11,1
EVL,3.1685765122802e-13,4.7044398510235e-11,1
CCT8,3.31068505943222e-13,4.90290745575274e-11,5
C5H11orf58,3.30957483640759e-13,4.90290745575274e-11,5
GPHN,3.43836070726411e-13,5.08550836252288e-11,2
LAMP1,3.5438318946035e-13,5.23311596188257e-11,10
VSTM4,3.54716256367738e-13,5.23311596188257e-11,4
GDI2,3.58491014651463e-13,5.28210165814536e-11,4
EZR,3.59934304583476e-13,5.29665435128367e-11,1
SUMO1,3.66151553521377e-13,5.38133317368261e-11,4
MRPS33,3.85691478754779e-13,5.66135444548974e-11,5
ENSGALG00000010722,3.99236199655206e-13,5.85278012782291e-11,3
COQ9,4.06341627012807e-13,5.94944284139902e-11,1
MAP1LC3B2,4.14890344302421e-13,6.06696769813268e-11,7
ENSGALG00000047591,4.26436663758523e-13,6.22797632401352e-11,3
ARPP19,4.32542890393961e-13,6.30922971807253e-11,5
UBE2D3,4.35207425653061e-13,6.3401406025301e-11,4
DRG1,4.49640324973188e-13,6.54220211914033e-11,6
PSMD13,4.51860771022439e-13,6.56629115348642e-11,7
CORO1C,4.81614748082393e-13,6.98992868835923e-11,5
ARHGDIA,5.22248910783674e-13,7.57022274436761e-11,4
GLT8D2,5.25024468345237e-13,7.60097811703343e-11,4
EIF5A2,5.36681810103801e-13,7.75044215323842e-11,5
HNRNPAB,5.36459765498876e-13,7.75044215323842e-11,5
CD9,5.98077143365572e-13,8.62636136685701e-11,4
ENSGALG00000030096,6.13176176500474e-13,8.8331828784878e-11,3
PTN,6.18061157808825e-13,8.89253481194417e-11,4
POMP,6.7479355436717e-13,9.69678770609281e-11,5
ANGPTL2,6.81010803305071e-13,9.77404797172584e-11,4
EIF3L,7.1187500338965e-13,1.02044211202004e-10,4
ENSGALG00000046765,7.48956452412131e-13,1.07227460624828e-10,8
IFITM3,7.58282325818982e-13,1.08429104637629e-10,4
ENSGALG00000015822,7.71716024416946e-13,1.10126741969749e-10,4
CYBA,7.72049091324334e-13,1.10126741969749e-10,4
JUP,7.90256748928186e-13,1.125857793287e-10,6
HMGB1,7.96696042471012e-13,1.13364241604043e-10,4
ARL6IP5,8.1468165546994e-13,1.15781752063301e-10,10
LIMA1,8.58646487245096e-13,1.21880991755545e-10,4
ENSGALG00000049424,9.14046616173891e-13,1.29586564551216e-10,3
DPCD,9.17266262945304e-13,1.29884625653032e-10,5
DDX51,9.62785406954936e-13,1.3616427095903e-10,5
ANKRD1,9.67892432868211e-13,1.36720218236976e-10,1
U2AF1,9.87654402706539e-13,1.39342396654219e-10,4
DDT,1.01130215313106e-12,1.42505775872791e-10,4
RAB5C,1.0351719481605e-12,1.45692746702934e-10,4
COL6A3,1.04516395538212e-12,1.46743735638218e-10,4
TPRG1L,1.04516395538212e-12,1.46743735638218e-10,4
XPO1,1.06137321154165e-12,1.48839799118159e-10,5
NEFM,1.16018306073329e-12,1.62500204384555e-10,3
SEC13,1.18427490036765e-12,1.65675002106316e-10,4
DRAXIN,1.30662147768135e-12,1.8257106545403e-10,1
NRN1L,1.34603439505554e-12,1.87852353194532e-10,1
PGRMC1,1.37556632751057e-12,1.91743640704215e-10,3
ARL1,1.42807987657534e-12,1.98587407232982e-10,4
ENSGALG00000038635,1.42685863124825e-12,1.98587407232982e-10,4
CAP2,1.43607348235264e-12,1.99460401328829e-10,1
NKAIN4,1.4782619572884e-12,2.05075068658082e-10,3
ADH5,1.55209178842597e-12,2.15060635132476e-10,4
ENSGALG00000051921,1.61959334832318e-12,2.24146613658734e-10,8
ENSGALG00000029485,1.64146474190829e-12,2.26903422459624e-10,4
IMMT,1.7412737918221e-12,2.40414388232723e-10,1
UBE2I,1.75415237890775e-12,2.41905212109753e-10,4
SELENOT,1.78967951569575e-12,2.46512135715503e-10,1
CD99,1.79611880923858e-12,2.47106310061738e-10,4
ENSGALG00000036935,1.83719706114971e-12,2.52459002928406e-10,5
DNAJA2,2.01072491989862e-12,2.75978172026821e-10,6
AP2M1,2.06679118264219e-12,2.83338918254377e-10,4
NUCB2,2.16959783472248e-12,2.97082474184531e-10,4
DNAJA1,2.21833662550353e-12,3.03398903975285e-10,2
MRPL2,2.23998597448372e-12,3.05999856362636e-10,1
SNX3,2.3294699502685e-12,3.17850574990373e-10,5
ANXA6,2.57105448042694e-12,3.50402932347318e-10,2
RRAD,2.75846012698366e-12,3.75503789076463e-10,1
MRPS36,2.85949042222455e-12,3.88801574663727e-10,1
PYCR1,2.90079071874061e-12,3.93956360096198e-10,4
MTFR1L,3.03068681262175e-12,4.11117270193716e-10,1
JPT1,3.14792636402217e-12,4.26523299979849e-10,5
CDH13,3.18944870514315e-12,4.31646219694023e-10,2
ENSGALG00000050931,3.20032889078448e-12,4.32615070659733e-10,3
AP1AR,3.2049918274879e-12,4.32742209975478e-10,6
EIF4B,3.23507887145524e-12,4.36297868328476e-10,3
PEPD,3.36508598763885e-12,4.53305359823422e-10,4
UBE2D2,3.66884300717629e-12,4.9365196436917e-10,9
TMOD1,3.90820709128548e-12,5.25251068577419e-10,1
BZW1,3.97326616052851e-12,5.3337818613291e-10,4
BCCIP,3.98947541668804e-12,5.34936435468984e-10,4
SCNN1B,3.99635879944071e-12,5.35242057452863e-10,2
CRCP,4.14535072934541e-12,5.54558017408529e-10,1
HSP90AB1,4.63085125801399e-12,6.18795380390459e-10,5
ETFDH,4.72721861655145e-12,6.30947197915465e-10,1
TGFB2,4.89741580622649e-12,6.52913994460683e-10,4
PDCD5,4.90452123358409e-12,6.53112294291854e-10,5
H2AFV,4.93072249696525e-12,6.55850134564209e-10,4
ANXA5,4.95803398337102e-12,6.58729222227918e-10,4
UBE2G2,5.0389692418662e-12,6.68718110202255e-10,5
TST,5.08615372041277e-12,6.74210283154309e-10,1
PLCD1,5.12612174929927e-12,6.78734436963111e-10,4
SCD5,5.17119680409905e-12,6.83923733630948e-10,2
RTN4,5.19106979623984e-12,6.85771890693689e-10,1
ITGB5,5.21782617113331e-12,6.88524156727317e-10,4
